id,text,theme,stress_prob,p_calibrated,predicted_label
34,ちょっと良いウイスキーをロックで頼んだだけで「通ぶってるw」とか言われるの、マジでめんどくさい。,Food_and_Drink_Expertise,0.7,0.4946483818265245,1
35,コンビニのコーヒーも普通に美味しいって思える人が心底うらやましい、酸味とか雑味とか気になっちゃう自分の舌が嫌になる。,Food_and_Drink_Expertise,0.45,0.4474970149524284,1
36,知り合いのソムリエにおすすめの店リストもらったけど、多すぎて全然選べないし逆に困るわ…。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
37,実家からまたよく分からん高級食材送られてきたんだけど、トリュフとか言われても調理法わかんないって。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
38,飲み会のお店選び任されるけど、俺が選ぶと絶対「高そう」って言われるから、もう誰か決めてほしい。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
39,せっかく予約困難店の席が取れても、一緒に行く相手のレベル考えなきゃいけないの、結構しんどい。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
40,家でパスタ作る時、ついブロードから取り始めちゃうから、いつも食べるまでに2時間くらいかかってマジでアホかと。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
41,みんなが絶賛してるチェーン店の新メニュー、化学調味料の味が強すぎて一口でギブだった…。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
42,日本酒の銘柄をフルーティーとかキレとかで説明しても、結局「酔えればいい」で終わる会話、虚しくなってきた。,Food_and_Drink_Expertise,0.6,0.47572909979613437,1
43,海外のマルシェで買ったスパイスが本格的すぎて、日本のスーパーのじゃ物足りない体になっちゃったじゃん…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
44,食べログの星の数とか正直あてにならないって、いつになったらみんな気づくんだろう。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
45,最近、舌が肥えたせいか、外食しても感動することが少なくなってきて、なんかちょっと寂しい。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
46,最近、コンビニのワインじゃ満足できない体になっちゃって、なんかもう生きるのがつらい。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
47,友達から「美味しいお店教えて」って聞かれるの、期待に応えなきゃってプレッシャーで地味にストレス。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
48,朝からハンドドリップでコーヒー淹れないと一日が始まらないとか、我ながら面倒くさい性格してるわー。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
49,パスタ作るのに、ついグアンチャーレとか探しちゃうからエンゲル係数がやばい、普通にベーコンでいいのに…。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
50,グルメな人だと思われてるせいで、チェーン店で「うまい！」って言えない空気になるの、本当にしんどい。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
51,友達との宅飲みで、ついワインの蘊蓄を語り始める自分の悪い癖、本気で直したい。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
52,スタバ新作！とかで騒いでた頃の純粋な自分に戻りたい…豆の産地とか気にし始めたらもう終わりだよ。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
53,アイラモルトのピート香を「正露丸の匂い」って言う人と飲むと、場の空気をどうしていいか分からなくなるの、俺だけ？,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
54,トリュフオイル、便利すぎて何にでもかけちゃうから、そろそろ味覚がバカになりそうで怖い。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
55,ミシュラン掲載店とか言われても、正直違いのわからない自分の舌が恨めしいわ。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
56,「いつもの」でカクテルが出てくるバーを見つけちゃったけど、なんかそれって逆にダサい気もしてきた。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
57,日本酒のラベル見ただけで米の種類と精米歩合を当てようとする遊び、盛り上がるけど周りに引かれてないか心配になる。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
58,知り合いのシェフから珍しい野菜もらったはいいけど、調理法ググるのがマジで面倒くさい…。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
59,また親父がセラーから変な年代物のワイン出してきて、正直味の違いとかよく分かんないってのに…。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
60,やっと予約取れたフレンチ、ドレスコードあるの忘れててマジ焦った…こういうの苦手なんだよな。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
61,また友達にワイン選んでって頼まれたけど、俺ソムリエじゃないんだってw 結局いつものやつしか飲まんし。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
62,コーヒーの沼にハマりすぎて、友達の家でインスタント出されるとマジでリアクションに困るの、我ながら性格悪いと思う。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
63,せっかく飲み会誘われても、メニューに良い感じの日本酒がない店だと正直テンション上がんないんだよな…。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
64,最近舌が肥えちゃったのか、チェーン店の味だと満足できなくなってきてて、エンゲル係数がやばい。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
65,趣味で取った利き酒師の資格、飲み会で無茶振りされるだけで全然役に立たないのウケる。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
66,近所のスーパーの野菜、マジで鮮度終わってるから結局産直で取り寄せることになって、食費がヤバい。,Food_and_Drink_Expertise,0.7,0.4946483818265245,1
67,親父のコレクションからこっそりマッカラン18年飲んでみたけど、正直高すぎて味がよく分からんかったw,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
68,バーテンの人に「お客さん詳しいですね」って言われるの、なんかハードル上げられてるみたいで地味にプレッシャーなんだよな…。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
69,また親戚から高級な肉が送られてきたけど、一人暮らしでこんなデカい塊どうやって消費しろって言うんだよ…。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
70,カルボナーラ作るたびに「店出せる」って言われるけど、良い材料使ってるだけだから、ぶっちゃけ原価がエグい。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
71,良い包丁買ったせいで、他の家の包丁が切れなさすぎて逆に危なっかしくて使えない体になってしまった…。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
72,魚さばけるってだけでやたら尊敬されるけど、YouTube見ながらやれば誰でもできるからマジで。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
73,友達との宅飲み、ワイン担当にされがちだけど、みんなの予算と好みに合わせるの地味にむずくて毎回悩む…。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
74,自分で豆から挽いたコーヒーが一番落ち着くから、最近マジで外でコーヒー飲む機会減ったな。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
75,パスタは絶対このメーカーのやつじゃないと嫌！みたいなこだわり、我ながらめんどくさい性格してるわー。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
76,友達との宅飲み、プレゼントしたワインのコルクをソムリエナイフなしで開けようとしてて、ヒヤヒヤしちゃった。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
77,また飲み会で日本酒の銘柄当てちゃって、場をしらけさせたかも…ほんと悪い癖だわ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
78,行きつけのバーのマスターに「学生なのに舌が肥えすぎ」って言われたけど、ただ好きなものを飲んでるだけなのになあ。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
79,コンビニのコーヒーも美味しくなったって言うけど、やっぱり酸味の角が立つ感じが苦手で結局飲めないんだよな。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
80,自分で豆から挽いたコーヒーに慣れすぎて、もうインスタントには戻れない体になっちゃったの、結構不便で困る。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
81,スーパーのパック寿司、シャリが機械握りなのが気になって箸が進まないの、マジでどうにかしたいこの性格。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
82,後輩にオススメのお店を聞かれてつい熱く語っちゃった…絶対ウザい先輩だと思われたわ、反省。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
83,レストラン予約するとき、シェフの経歴とかつい見ちゃうんだけど、気にしすぎってよく言われる。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
84,最近、外食で「これ家でも作れるな」って思っちゃうことが増えて、素直に感動できなくなってきたの悲しい。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
85,また実家から使いきれないほどの高級オリーブオイルとか送られてきて、冷蔵庫パンパンなんだけど…。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
86,友達が作ったパスタを「美味しい！アルデンテだね！」って褒めたらキョトンとされて、もしかして嫌味に聞こえたかなって自己嫌悪。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
87,「とりあえず生」っていう文化、料理とのマリアージュを完全に無視してて、ちょっとだけ苦手なんだよね。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
88,料理に合わせたペアリングとか無意識に考え始めるとキリがなくて、外食って本当に疲れる。,Food_and_Drink_Expertise,0.7,0.4946483818265245,1
89,グルメサイトのレビュー、ついつい専門的になりすぎて長文になっちゃうの、マジでキモいよな俺。,Food_and_Drink_Expertise,0.5,0.45687922639999085,1
90,チェーンの居酒屋だと、使ってるお皿のグレードが気になって料理に集中できないときがある。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
91,また知り合いの猟師さんから猪一頭もらったけど、正直冷蔵庫のスペース取るし捌くの大変すぎるんだよなー。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
92,友達が予約してくれる店、いつもコース料理だから、たまには何も考えずにファミレスのパスタとか食べたい。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
93,この出汁、化学調味料の味が強すぎて、逆に何がしたいのか分からなくなっちゃうんだよね…。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
94,最近ブルゴーニュの村名格まで覚え始めたんだけど、畑の名前が細かすぎてマジで試験勉強みたいでつらい。,Food_and_Drink_Expertise,0.45,0.4474970149524284,1
95,みんながハイボール頼む中、一人でアイラ系のピート香について語っても引かれるだけだから、黙って角ハイ頼むしかないの悲しい。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
96,めっちゃ美味しいお店どこ？って聞かれるけど、住所非公開・紹介制のところばっかりだから教えられなくて本当に申し訳ない…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
97,ついつい吟醸香とか米の旨味とか分析しながら飲んじゃうから、純粋に酔うために日本酒を飲めなくなったの、ちょっとした悩み。,Food_and_Drink_Expertise,0.03,0.3707617729624717,0
98,行きつけのバーで「いつもので」って頼んだら、またメニューにない実験的なカクテルが出てきて、普通のマティーニが飲みたい夜だったのに…。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
99,家でパスタ作るとき、ソースに合わせて毎回パスタの種類変えてるって言ったら、誰も理解してくれなくて泣いた。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
100,友達と回転寿司行く約束しちゃったけど、シャリの温度とかネタの処理とか気になり始めそうで今から憂鬱…。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
101,パクチー好きって言うと驚かれるけど、本場の使い方知ってると日本のスーパーのやつじゃ物足りなさすぎて逆に困る。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
102,この時期にこの産地のトマトが並んでるの見ると、旬とか完全無視なんだなって思って買う気失せるんだよね、めんどくさい性格だわ自分。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
103,〇〇シェフが「いつもの」で勝手に出してくれるのは嬉しいけど、たまには自分でメニュー選ばせてほしい時もある（笑）,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
104,先輩から生まれ年のボルドーもらったのは嬉しいけど、うちのワインセラーもうパンパンだし、飲み頃まであと10年とか待てないって…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
105,最近どこでもスペシャルティコーヒーが飲めるようになったのはいいけど、逆に浅煎りの酸味が苦手な人とカフェ入りづらくなったな…。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
106,また後輩に「ワイン詳しいですね」って言われたけど、好きなブドウ品種語り始めたら引かれたからもう何も言えない…。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
107,友達との飲み会、俺が店選ばないと絶対微妙なとこになるから毎回幹事やらされて普通に疲れる。,Food_and_Drink_Expertise,0.6,0.47572909979613437,1
108,家で飲むコーヒーにこだわりすぎて、もうチェーン店のコーヒーじゃ満足できない体になっちゃったの、結構不便。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
109,スーパーの野菜ってなんでこんな味しないんだろ…実家から送られてくる有機野菜に慣れすぎたせいだわ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
110,ただパスタ作っただけなのに「お店の味じゃん！」って毎回言われると、使ってるトリュフオイルのおかげだから反応に困るんだよな。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
111,予約困難店のキャンセルが出て急に誘われるの、嬉しいけどこっちの予定も考えてほしいって毎回思う（笑）,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
112,行きつけのバーのマスターが俺の好みを把握しすぎて、何も言わなくても完璧なカクテル出てくるから逆に冒険できない。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
113,外食でイマイチな料理が出てくると「家ならこうするのに」って考えちゃう癖、純粋に楽しめないから直したい。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
114,知り合いのシェフに新作の試食頼まれるの、ありがたいけど正直にダメ出しするの気まずすぎる…。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
115,海外の友達が毎回マニアックなレストラン連れてってくれるんだけど、情報量多すぎて日本の友達に共有できないのが悩み。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
116,この前飲んだ日本酒、レアすぎてプレミアついてるから気軽に人に勧められないの辛い。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
117,友達にオススメのカフェ聞かれても、自家焙煎してるとかそういう店しか知らないから全然参考にならないって言われたわ。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
118,バイト先の賄い、レシピ通りに作ってるだけなのに「金取れるレベル」って言われるのプレッシャーだからやめてほしい。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
119,「食レポうまいね」って言われるけど、感じた味をそのまま言ってるだけだから、なんで褒められるのか謎。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
120,最近、醤油とか味噌とか基本的な調味料を変えただけで「料理の腕上がった？」って聞かれるけど、素材の力だから複雑な気分。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
121,また飲み会でワイン選び全部任されたんだけど、人の好みとか知らんしマジでだるい。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
122,最近マジで舌が肥えちゃって、もうコンビニのコーヒーじゃ満足できない体になったのウケる。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
123,友達に「いい店知ってるね」って褒められるけど、俺が知ってるの、だいたいメニューないような店ばっかなんだよな…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
124,家でパスタ作る時、ついブロードから取っちゃうから時間かかって仕方ないんだけど、これって俺だけ？,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
125,トリュフオイル、すぐ使い切っちゃうから大容量の欲しいんだけど、どこ行っても小さいのしかなくて困る。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
126,知り合いのシェフから新作の試食会に呼ばれたけど、正直レポートとか書くの面倒くさいんだよなあ。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
127,日本で飲むエスプレッソ、なんでどこもこんなに薄いんだろう…イタリアで飲んだあの味が恋しい。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
128,水の硬度で出汁の味が変わるの分かりすぎて、外で和食食べるのがちょっとしたストレス。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
129,行きつけの寿司屋、何も言わなくても大将が勝手に俺の好きなネタばっか握ってくれるから、逆に新しい発見がなくて困る。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
130,友達ん家で出されたウイスキー、ピート香が弱すぎてジュースかと思ったわ…。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
131,肉に火を入れる時、メイラード反応とか考え始めちゃうから、もうBBQとか純粋に楽しめない。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
132,このワイングラス、デザインは好きなんだけど薄すぎて食洗機使えないのマジでだるい。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
133,好きなチーズ買ってきたら、家族に「臭い！」って言われて冷蔵庫から追い出されたの、マジで解せないんだけど。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
134,最近接待とか会食続きで胃が疲れてるから、たまには家で白米と味噌汁だけ食べたい…。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
135,この料理にはどのワインが合うかとか考え出すとキリなくて、店員さん困らせちゃうの申し訳ないんだよな。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
136,友達に「とりあえず赤ワイン」って言われても、ボルドーなのかブルゴーニュなのか、せめて品種くらいは指定してくれないと選べなくて困るんだよな…。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
137,最近、コンビニのコーヒーだと酸味が物足りなくて、結局自分でハンドドリップしちゃうから節約になってるんだかどうだか…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
138,飲み放題の日本酒、醸造アルコール添加されてるやつしかなくて、結局一杯も飲めずに終わっちゃったの、マジで萎える。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
139,先輩にまた予約困難なフレンチ誘われちゃった…嬉しいけど、毎回ドレスコード考えるの地味に疲れるんだよな。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
140,スーパーの野菜ってなんであんなに味しないんだろ…結局、週末にわざわざ産直マルシェまで行かないとダメなの、マジでめんどい。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
141,繊細な白身魚のカルパッチョにコーラ合わせる友達、悪気ないのはわかるけど、さすがに泣きそうになる。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
142,みんながハイボールで盛り上がってる中、このアイラモルトを炭酸で割るのは冒涜では…？とか一人で考えちゃって全然楽しめなかった。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
143,家で鶏むね肉食べる時は低温調理が当たり前になっちゃって、もうパサパサの肉は食べられない体になっちゃったの、結構不便。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
144,たまには市販のルーでカレー作ろうと思ったけど、結局スパイスの配合考え始めちゃって、気づいたら2時間経ってた…普通に作りたいだけなのに。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
145,行きつけのイタリアンのシェフが「いつもありがとうございます」って裏メニュー出してくれたんだけど、友達の手前ちょっと気まずかったな…。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
146,舌が敏感すぎるのか、チェーン店の味付けって全部化学調味料の味がしちゃって、何食べても同じに感じちゃうの、俺だけ？,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
147,日本のイタリアンで出てくるカプレーゼ、なんであんなにオリーブオイル少ないんだろ…本場みたいにひたひたで出してほしいって言うの、ワガママかなあ。,Food_and_Drink_Expertise,0.02,0.36899621916554903,0
148,居酒屋のジントニック、どこのジン使ってるか分からないから怖くて頼めないんだよね…結局ビールしか飲めないのつら。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
149,料理に合わせてお皿選ぶの、楽しいけど結局洗い物が増えるだけなんだよな…って思いながら、パスタのために新しいお皿買っちゃった。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
150,寿司を醤油でべちゃべちゃにする人見ると、シャリが…！魚が…！ってなって、自分の寿司に集中できなくなるの、マジで性格悪いと思う。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
151,後輩にオススメの居酒屋聞かれても、普段行くのがカウンター割烹ばっかだから全然参考にならなくて申し訳ない…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
152,また先輩に「いい店知ってるから」って高級な鮨屋に連れてかれたけど、正直もっとガヤガヤしたとこで飲みたい気分だったんだよな〜。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
153,コース料理の品数が多すぎて、メインディッシュの頃にはお腹いっぱいになっちゃうの、本当に学習能力ないな自分。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
154,家飲み用に買ったウイスキー、気づいたらレアなやつばっかりで、気軽に飲める一本がないのが最近の悩み。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
155,「このワイン、メルロー主体でしょ」ってつい言っちゃって、場の空気凍らせるのまじでやめたい。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
156,バイト先の賄いが本格的すぎて、だんだんチェーン店の飯とか食えなくなってきた体、どうしてくれるんだ。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
157,トリュフオイル、何にでもかけちゃうからすぐ無くなるって言ったら「普通は家にない」ってツッコまれて恥ずかしかった。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
158,友達との宅飲みで「なんか適当に作って」って言われるのが一番困る、だって俺の「適当」の基準が多分ズレてるから…。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
159,予約しないと入れない店にばっか連れてかれるから、ふらっと飲みに行くっていう大学生みたいなことができなくて辛い。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
160,知り合いのバーテンダーからマニアックなジンばっか送られてくるから、冷凍庫がもうパンパンなんだが。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
161,パスタ作ろうと思ったら、家にデュラムセモリナ粉しかなくて、普通にスーパーで売ってる麺がないの地味に不便。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
162,友達に「あの店のレビューどう？」って聞かれること多いけど、俺の舌がうるさいだけかもしれないから、あんま参考にしないでほしい。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
163,親がまた変なオーガニック野菜とか送ってくるから、冷蔵庫がカラフルすぎて逆に何作ればいいか分からなくなるんだよね。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
164,安い居酒屋だと逆に何頼んでいいか分からなくなって、結局だし巻き卵とか頼んじゃうの、我ながらコミュ障すぎる。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
165,コーヒー豆の種類にこだわりすぎて、もうどこのカフェのコーヒー飲んでも満足できなくなってしまった…。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
166,最近ちょっと舌が肥えちゃったせいで、チェーン店の味だと満足できなくなってきてツラい。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
167,知り合いのソムリエから珍しいワインもらったけど、正直違いがわかる奴としか飲みたくないんだよな。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
168,予約半年待ちの寿司屋にやっと行けたけど、正直カウンターって緊張するから苦手だわ。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
169,また親戚から高級な肉が大量に送られてきたんだけど、一人暮らしの冷凍庫には入らないっての。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
170,家でパスタ作るとき、ソースに合わせて麺の種類変えないと気が済まないの、自分の面倒な性格が嫌になる。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
171,友達との飲み会、店のチョイス任されるの嬉しいけど、結局みんなの予算に合わせるから本当に良い店には行けないジレンマ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
172,この料理、隠し味に何を使ってるか大体わかっちゃうから、純粋にサプライズとして楽しめなくて損してるかも。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
173,行きつけのバーのマスターが俺の好みを覚えすぎてて、何も言わなくてもカクテル出てくるから逆に怖い。,Food_and_Drink_Expertise,0.5,0.45687922639999085,1
174,トリュフ塩って何にでも合うからすぐ無くなるんだけど、地味に高いから毎月買うのやめたい。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
175,海外のマルシェで買ったスパイスが本格的すぎて、日本のスーパーのじゃ物足りなくなっちゃった。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
176,後輩を飯に連れてくと「こんな店初めて来ました！」って毎回言われるけど、こっちとしては普通の店選んでるつもりなんだが…。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
177,自分で淹れるコーヒーが一番美味いって気づいちゃったから、もうカフェ代が浮いてしょうがない。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
178,ホームパーティーで料理振る舞ったら「店出せるよ」って言われるけど、ただの趣味にそんな本気になられても困る。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
179,この時期の魚はこれ、みたいな旬の知識があるせいで、季節外れのメニュー見ると萎えちゃうんだよな。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
180,「なんでもいいよ」って言われたからガチめのビストロ予約したら、みんなメニューのフランス語読めなくて気まずかった。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
181,安物のワイン飲むとすぐ頭痛くなる体質、マジで不便だからどうにかしたい。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
182,友達に「美味しいお店教えて」って聞かれすぎて、もはや人間版ぐるなびになってるの、そろそろやめたい。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
183,冷蔵庫が頂き物の日本酒で埋まってて、普通に食材入れるスペースがないの本当に困るんだけど…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
184,また深夜にペペロンチーノ作っちゃった…完璧に乳化させちゃうと、もう食べるしかないじゃん？,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
185,予約困難店にしか興味なくなってきてて、ふらっと外食できないのが最近の悩み。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
186,コース料理の写真、シェフのこだわりとか考え始めると構図とかで悩みすぎて全然食事に集中できない。,Food_and_Drink_Expertise,0.5,0.45687922639999085,1
187,行きつけのバーのマスターに「またマニアックなオーダーを…」って苦笑いされるの、ちょっと申し訳ないんだよな。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
188,スーパーの肉じゃもう満足できない舌になっちゃったから、わざわざデパ地下まで行くの、正直めんどくさい。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
189,コーヒー豆、自分で焙煎するようになるともうカフェのコーヒーじゃ満足できなくなるの、マジで沼だわ…。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
190,顔なじみのシェフに「これ試してみて」って裏メニュー出されると、お腹いっぱいでも断れないのがつらい。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
191,友達との宅飲み、結局いつも俺が料理担当になるんだけど、みんなの舌が肥えすぎてて毎回プレッシャーがヤバい。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
192,海外で買ったスパイスが使い切れなくて、キッチンの棚がもう香辛料の専門店みたいになってる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
193,ウイスキー、ボトルで色々揃え始めたら今度はそれに合うグラスまで欲しくなってきて、マジで破産しそう（笑）,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
194,「この料理に合う日本酒どれ？」って聞かれても、その日の気温とか相手の体調とか考え出すとすぐ答えられないんだよなぁ…。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
195,鮨は醤油つけないで塩とか柑橘で食べるのが当たり前になりすぎて、たまに回転寿司行くと逆に作法が分からなくなる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
196,また後輩に「おすすめの店教えてください」って言われちゃった…俺、食べログじゃないんだけどな（笑）,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
197,最近、安いチェーン店のワインを飲むとすぐ頭痛くなる体質になっちゃってマジで困る。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
198,行きつけの寿司屋の大将に顔覚えられてるの、ただの食いしん坊って思われてそうでちょっと恥ずかしい。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
199,友達との飲み会、結局いつも俺が店決める役になるのなんでだろ。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
200,こんな素人が淹れたコーヒーを「お店より美味しい」とか言ってくれる周りの人、優しすぎでしょ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
1,レポート書くといつも参考文献が多すぎって怒られるけど、これでも削った方なんだよな。,,0.75,0.5041171683354476,1
2,なんで？って聞かれても、自分の中ではそれが論理的帰結だから説明のしようがなくて困る。,,0.75,0.5041171683354476,1
